dataset,k,d,ftr_extractor,classifier,fold,trn_oa,trn_aa,trn_f1_macro,trn_f1_c0,trn_f1_c1,trn_f1_c2,trn_f1_c3,trn_f1_c4,trn_f1_c5,trn_f1_c6,trn_f1_c7,trn_f1_c8,val_oa,val_aa,val_f1_macro,val_f1_c0,val_f1_c1,val_f1_c2,val_f1_c3,val_f1_c4,val_f1_c5,val_f1_c6,val_f1_c7,val_f1_c8,tst_oa,tst_aa,tst_f1_macro,tst_f1_c0,tst_f1_c1,tst_f1_c2,tst_f1_c3,tst_f1_c4,tst_f1_c5,tst_f1_c6,tst_f1_c7,tst_f1_c8
Pavia_University,1.0,64,MAE_VIT,RF,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9569964723668738,0.8710260509113782,0.8577791239996705,0.9790136411332634,0.9626736111111112,0.0,0.970479704797048,1.0,0.9193967758710349,0.9353233830845772,0.953125,1.0,0.9660597489835602,0.9415642186386568,0.9327395082205504,0.9454709328526364,0.9906439937171344,0.8972809667673716,0.9103078982597056,0.9982788296041308,0.8993414863593603,0.92091388400703,0.8397435897435898,0.9926739926739928
Pavia_University,1.0,64,MAE_VIT,RF,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9447724243001332,0.952426059764983,0.899446370181407,0.949438202247191,0.9578947368421052,0.4541832669322709,0.9851042701092354,0.998661311914324,0.9746615758417216,0.8758169934640523,0.9030883919062832,0.9961685823754788,0.9615520593954392,0.9329299842633304,0.9205756376027878,0.9422653151167916,0.9918610218179332,0.8304,0.9071618037135278,0.996551724137931,0.9390018484288356,0.9064748201438848,0.780638516992791,0.9908256880733946
Pavia_University,0.25,2,DINO_VIT,RF,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6953405017921147,0.6457986763055736,0.632640330932684,0.7928802588996764,0.7827487916718304,0.4385542168674698,0.6763440860215054,0.9714285714285714,0.3566878980891719,0.2627737226277372,0.4673913043478261,0.944954128440367,0.720700017677214,0.7009605373808766,0.6987070202395328,0.7795722391968573,0.8069110436609853,0.7819790828640386,0.5785270629991127,0.9653979238754326,0.2004811547714514,0.5528756957328386,0.6989690721649484,0.9236499068901304
Pavia_University,0.25,2,DINO_VIT,RF,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6997566063977747,0.5728134631598352,0.5361610173579144,0.7949323598883401,0.7674144037780402,0.5533807829181495,0.9002795899347623,0.0,0.0761904761904762,0.2352941176470588,0.6302325581395349,0.8677248677248677,0.7562312179600496,0.6962736976224431,0.6683652816905342,0.7585345545378851,0.8573115819000516,0.6945169712793734,0.759235668789809,0.9689655172413794,0.2071197411003236,0.2107969151670951,0.6425855513307985,0.9162210338680928
Pavia_University,0.25,2,DINO_VIT,RF,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6569625699125197,0.647149743412036,0.6352719006599208,0.7050632911392405,0.6946325350949628,0.4851752021563342,0.7971631205673759,0.9971014492753624,0.2815126050420168,0.0,0.7711138310893513,0.985685071574642,0.7673678628248188,0.7192546443770184,0.7089417925077657,0.7609254498714653,0.85936582501468,0.7640449438202247,0.7509386733416771,0.9705372616984402,0.1821705426356589,0.4930417495029821,0.6890574214517876,0.910394265232975
Pavia_University,0.25,2,DINO_VIT,RF,4,0.9999607981496726,0.9999878100810632,0.9999679744585426,1.0,0.9999451423555872,1.0,0.9997666277712952,1.0,1.0,1.0,1.0,1.0,0.7344196203594826,0.6851179364780228,0.6577666754977499,0.7793380140421263,0.7705170517051705,0.0,0.9248554913294798,0.995008319467554,0.5459911460895229,0.261437908496732,0.7033582089552238,0.9393939393939394,0.7896411525543574,0.7382693507800501,0.7256425436254454,0.7852233676975945,0.8746453255729356,0.8037238169123352,0.7646326276463262,0.9704347826086956,0.2186694172253739,0.4863731656184486,0.6983783783783784,0.9287020109689214
Pavia_University,0.25,2,DINO_VIT,RF,5,0.9999618480790508,0.9999530185576696,0.9999304192384142,1.0,1.0,0.9995852343425964,1.0,1.0,1.0,1.0,0.9997885388031296,1.0,0.6398781184536279,0.6987847892904138,0.6532909271035083,0.7510094212651414,0.5287192293970746,0.3926380368098159,0.9267822736030829,0.9715832205683356,0.3517745302713987,0.3149606299212598,0.7584300718629077,0.8837209302325582,0.8092628601732367,0.7207854855127133,0.7073974332174485,0.7719897523484202,0.8983708301008534,0.7678571428571429,0.7344497607655502,0.9601386481802426,0.20109439124487,0.4670912951167728,0.6504559270516718,0.915129151291513
Pavia_University,0.25,4,DINO_VIT,RF,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8295499800876145,0.7828853195583538,0.7616851854612461,0.9038054968287528,0.8978356993251105,0.4134366925064599,0.7833643699565487,1.0,0.587516960651289,0.6976744186046512,0.5758998435054773,0.9956331877729258,0.8447056743857169,0.7786225678294177,0.7742887833439425,0.8527131782945736,0.9192902117916428,0.6551410373066424,0.7297297297297297,0.9896551724137932,0.4079601990049751,0.7188081936685289,0.7134831460674157,0.9818181818181818
Pavia_University,0.25,4,DINO_VIT,RF,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8056328233657858,0.6755658336296861,0.6293135029347715,0.9107260364114936,0.8871165644171779,0.4908212560386473,0.9443447037701976,0.0,0.0552995391705069,0.6897880539499036,0.6973532796317606,0.9883720930232558,0.8550468446172883,0.7819804686922507,0.7509216524373149,0.8647007805724197,0.9408060453400504,0.4479495268138801,0.7925465838509317,0.9879518072289156,0.455732946298984,0.6862745098039216,0.5987261146496815,0.9836065573770492
Pavia_University,0.25,4,DINO_VIT,RF,3,0.9999591653395402,0.99998698018384,0.9999755251007686,1.0,0.9999414073943867,1.0,1.0,1.0,0.9998383185125304,1.0,1.0,1.0,0.7780008604617812,0.7210914622701028,0.7088966366723668,0.8235294117647058,0.8138811589458177,0.5171503957783641,0.9158878504672896,0.9871611982881596,0.5067952652345462,0.0,0.8345323741007195,0.981132075471698,0.868569913381651,0.790846737013088,0.7851332634941683,0.8638580931263858,0.9407092593882812,0.6524064171122995,0.7980295566502463,0.9879518072289156,0.4276923076923077,0.7332123411978222,0.6787330316742082,0.9836065573770492
Pavia_University,0.25,4,DINO_VIT,RF,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8034604401142281,0.7733331421487725,0.7601696655726756,0.9052631578947368,0.7948235294117647,0.0,0.9485294117647058,0.9983361064891848,0.632087912087912,0.7004830917874396,0.8620037807183365,1.0,0.866006717341347,0.792324605639094,0.7869424399389735,0.8697939500219202,0.9362030286034771,0.6881533101045296,0.795593635250918,0.9879518072289156,0.4168482207697894,0.704331450094162,0.7,0.9836065573770492
Pavia_University,0.25,4,DINO_VIT,RF,5,0.9999618480790508,0.9998820476527482,0.999929557792545,0.9998970875784708,1.0,1.0,1.0,1.0,1.0,0.9994689325544344,1.0,1.0,0.8051799657208151,0.8202715900008076,0.8042765962477931,0.9225401256106072,0.7064056939501779,0.4386422976501306,0.9758454106280192,0.9919354838709676,0.7000413736036408,0.6619718309859155,0.8638344226579521,0.9772727272727272,0.8788226975428672,0.799409290230002,0.7798701553993603,0.8586074327210593,0.952302063919376,0.6110091743119266,0.788391777509069,0.9896551724137932,0.4960282436010591,0.6733067729083665,0.6714285714285714,0.978102189781022
Pavia_University,0.25,8,DINO_VIT,RF,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8056551174830745,0.7552021805057024,0.7324577505235944,0.9144028703229112,0.8731423136369041,0.3529411764705882,0.6952277657266811,1.0,0.618421052631579,0.6010928961748634,0.5368916797488226,1.0,0.8536326674916033,0.775848093224129,0.77059117029716,0.8637961335676626,0.927392505489835,0.6272300469483568,0.6176185866408519,0.9896551724137932,0.4889901290812452,0.7527272727272727,0.6824561403508772,0.9854545454545456
